id,gene,GO,GO name,GO ontology,GO p-value,GO num genes,Pfam top enriched domain,"Pfam top enriched domain, p-value",Pfam num genes,Pfam domain architecture,Pfam domain architecture (all enrichments),Gene name
ACROYT_G024095,Ocupat_v02_G024095,GO:0042802,identical protein binding,MF,3.60E-04,21,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G006903,Ocupat_v02_G006903,GO:0042802,identical protein binding,MF,3.60E-04,21,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006917,Ocupat_v02_G006917,GO:0042802,identical protein binding,MF,3.60E-04,21,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G018778,Ocupat_v02_G018778,GO:0042802,identical protein binding,MF,3.60E-04,21,Aldedh,4.60E-03,3,Aldedh,Aldedh(4.6E-03),Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2
ACROYT_G040309,Ocupat_v02_G040309,GO:0042802,identical protein binding,MF,3.60E-04,21,Ifi-6-16,1.30E-02,2,Ifi-6-16,Ifi-6-16(1.3E-02),Ifi27/Ifi27l2a/Ifi27l2b
ACROYT_G040314,Ocupat_v02_G040314,GO:0042802,identical protein binding,MF,3.60E-04,21,Ifi-6-16,1.30E-02,2,Ifi-6-16,Ifi-6-16(1.3E-02),Ifi27/Ifi27l2a/Ifi27l2b
ACROYT_G001102,Ocupat_v02_G001102,GO:0042802,identical protein binding,MF,3.60E-04,21,FBPase,3.90E-02,1,FBPase FBPase_C,FBPase(3.9E-02);FBPase_C(3.9E-02),Fbp1/Fbp2
ACROYT_G018466,Ocupat_v02_G018466,GO:0042802,identical protein binding,MF,3.60E-04,21,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G006451,Ocupat_v02_G006451,GO:0042802,identical protein binding,MF,3.60E-04,21,TAL_FSA,3.90E-02,1,TAL_FSA,TAL_FSA(3.9E-02),Taldo1
ACROYT_G022524,Ocupat_v02_G022524,GO:0042802,identical protein binding,MF,3.60E-04,21,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G006710,Ocupat_v02_G006710,GO:0042802,identical protein binding,MF,3.60E-04,21,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G040028,Ocupat_v02_G040028,GO:0042802,identical protein binding,MF,3.60E-04,21,Aldose_epim,4.70E-02,1,Aldose_epim,Aldose_epim(4.7E-02),Galm
ACROYT_G028499,Ocupat_v02_G028499,GO:0042802,identical protein binding,MF,3.60E-04,21,I-set,1.50E-01,5,I-set,Phospholip_B(7.9E-03),Ncam1/Ncam2
ACROYT_G040107,Ocupat_v02_G040107,GO:0042802,identical protein binding,MF,3.60E-04,21,Tyrosinase,1.70E-01,1,Laminin_EGF Tyrosinase,LCAT(3.7E-02),Dct/Kcp/Tyr/Tyrp1
ACROYT_G032559,Ocupat_v02_G032559,GO:0042802,identical protein binding,MF,3.60E-04,21,GST_N,2.30E-01,1,GST_N GST_C_3,GATase_2(2.4E-02);Glu_syn_central(2.4E-02);Glu_synthase(2.4E-02);GXGXG(2.4E-02);Fer4_20(2.4E-02),Gstm1/Gstm2/Gstm3/Gstm4/Gstm5/Gstm6/Gstm7
ACROYT_G042835,Ocupat_v02_G042835,GO:0042802,identical protein binding,MF,3.60E-04,21,adh_short,4.90E-01,1,adh_short,,Hsd17b1/Rdh8
ACROYT_G028235,Ocupat_v02_G028235,GO:0042802,identical protein binding,MF,3.60E-04,21,MFS_1,6.80E-01,1,MFS_1,Peptidase_C13(2.8E-02),Slc16a10/Slc16a2
ACROYT_G030363,Ocupat_v02_G030363,GO:0042802,identical protein binding,MF,3.60E-04,21,NA,NA,NA,NA,NA,Npc1/Npc1l1
ACROYT_G041579,Ocupat_v02_G041579,GO:0042802,identical protein binding,MF,3.60E-04,21,NA,NA,NA,NA,NA,Epdr1
ACROYT_G024108,Ocupat_v02_G024108,GO:0001958,endochondral ossification,BP,3.80E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0001958,endochondral ossification,BP,3.80E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0001958,endochondral ossification,BP,3.80E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G006710,Ocupat_v02_G006710,GO:0005757,mitochondrial permeability transition po...,CC,3.80E-04,2,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G019581,Ocupat_v02_G019581,GO:0005757,mitochondrial permeability transition po...,CC,3.80E-04,2,Mito_carr,3.50E-01,1,Mito_carr,GATase_2(2.4E-02);Glu_syn_central(2.4E-02);Glu_synthase(2.4E-02);GXGXG(2.4E-02);Fer4_20(2.4E-02),Slc25a31/Slc25a4/Slc25a5
ACROYT_G006451,Ocupat_v02_G006451,GO:0006002,fructose 6-phosphate metabolic process,BP,4.20E-04,2,TAL_FSA,3.90E-02,1,TAL_FSA,TAL_FSA(3.9E-02),Taldo1
ACROYT_G001102,Ocupat_v02_G001102,GO:0006002,fructose 6-phosphate metabolic process,BP,4.20E-04,2,FBPase,3.90E-02,1,FBPase FBPase_C,FBPase(3.9E-02);FBPase_C(3.9E-02),Fbp1/Fbp2
ACROYT_G024115,Ocupat_v02_G024115,GO:0010812,negative regulation of cell-substrate ad...,BP,4.90E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024108,Ocupat_v02_G024108,GO:0010812,negative regulation of cell-substrate ad...,BP,4.90E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0010812,negative regulation of cell-substrate ad...,BP,4.90E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0071260,cellular response to mechanical stimulus,BP,5.60E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024108,Ocupat_v02_G024108,GO:0071260,cellular response to mechanical stimulus,BP,5.60E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0071260,cellular response to mechanical stimulus,BP,5.60E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0032964,collagen biosynthetic process,BP,7.00E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0032964,collagen biosynthetic process,BP,7.00E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024108,Ocupat_v02_G024108,GO:0032964,collagen biosynthetic process,BP,7.00E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G010444,Ocupat_v02_G010444,GO:0020037,heme binding,MF,7.60E-04,5,SOUL,9.70E-05,3,SOUL,SOUL(9.7E-05),Hebp1
ACROYT_G006917,Ocupat_v02_G006917,GO:0020037,heme binding,MF,7.60E-04,5,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006903,Ocupat_v02_G006903,GO:0020037,heme binding,MF,7.60E-04,5,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G018466,Ocupat_v02_G018466,GO:0020037,heme binding,MF,7.60E-04,5,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G033537,Ocupat_v02_G033537,GO:0020037,heme binding,MF,7.60E-04,5,p450,6.70E-01,1,p450,Raptor_N(2.4E-02),Cyp3a11/Cyp3a13/Cyp3a16/Cyp3a25/Cyp3a41a/Cyp3a41b/Cyp3a44/Cyp3a57/Cyp3a59/Tbxas1
ACROYT_G024108,Ocupat_v02_G024108,GO:0060351,cartilage development involved in endoch...,BP,7.80E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0060351,cartilage development involved in endoch...,BP,7.80E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0060351,cartilage development involved in endoch...,BP,7.80E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G018778,Ocupat_v02_G018778,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,Aldedh,4.60E-03,3,Aldedh,Aldedh(4.6E-03),Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2
ACROYT_G006060,Ocupat_v02_G006060,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,I-set,1.50E-01,5,I-set Ig_3 Pkinase_Tyr,LLGL(2.4E-02);Lgl_C(2.4E-02),Fgfr1/Fgfr2/Fgfr3/Fgfr4/Ret
ACROYT_G040107,Ocupat_v02_G040107,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,Tyrosinase,1.70E-01,1,Laminin_EGF Tyrosinase,FA_desaturase(2.4E-02),Dct/Kcp/Tyr/Tyrp1
ACROYT_G042835,Ocupat_v02_G042835,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,adh_short,4.90E-01,1,adh_short,FA_desaturase(2.4E-02),Hsd17b1/Rdh8
ACROYT_G024293,Ocupat_v02_G024293,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,zf-C2H2,6.80E-01,2,zf-C2H2,Renin_r(2.4E-02),Atp6ap2
ACROYT_G030363,Ocupat_v02_G030363,GO:1901617,organic hydroxy compound biosynthetic pr...,BP,9.10E-04,6,NA,NA,NA,NA,NA,Npc1/Npc1l1
ACROYT_G024108,Ocupat_v02_G024108,GO:0048407,platelet-derived growth factor binding,MF,9.20E-04,3,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0048407,platelet-derived growth factor binding,MF,9.20E-04,3,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0048407,platelet-derived growth factor binding,MF,9.20E-04,3,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G006903,Ocupat_v02_G006903,GO:0009060,aerobic respiration,BP,9.80E-04,5,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006917,Ocupat_v02_G006917,GO:0009060,aerobic respiration,BP,9.80E-04,5,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G023910,Ocupat_v02_G023910,GO:0009060,aerobic respiration,BP,9.80E-04,5,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G004659,Ocupat_v02_G004659,GO:0009060,aerobic respiration,BP,9.80E-04,5,ATP-synt_E,4.70E-02,1,ATP-synt_E,ATP-synt_E(4.7E-02),Atp5k
ACROYT_G018031,Ocupat_v02_G018031,GO:0009060,aerobic respiration,BP,9.80E-04,5,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,PS_Dcarbxylase(2.8E-02),Dld
ACROYT_G024108,Ocupat_v02_G024108,GO:0090263,positive regulation of canonical Wnt sig...,BP,1.00E-03,4,Collagen,4.50E-04,14,VWA Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024115,Ocupat_v02_G024115,GO:0090263,positive regulation of canonical Wnt sig...,BP,1.00E-03,4,Collagen,4.50E-04,14,WAP Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03);WAP(8.8E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
ACROYT_G024095,Ocupat_v02_G024095,GO:0090263,positive regulation of canonical Wnt sig...,BP,1.00E-03,4,Collagen,4.50E-04,14,Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Col1a1/Col1a2/Col2a1/Col3a1/Col5a2
