gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G038791		fn2/fn2/Lipoxygenase	53	23.14	2.24	no
Ocupat_v02_G002884			48	4.16	2.22	no
Ocupat_v02_G023137	Cela1/Cela2a/Cela3a/Cela3b/Ctrb1/Ctrc/Ctrl	Trypsin	160	87.43	2.22	no
Ocupat_v02_G007716		Trypsin	251	16.13	2.21	no
Ocupat_v02_G028217	Rps25	Ribosomal_S25	1188	1.49	2.2	no
Ocupat_v02_G009007	Guca1a/Hpca/Hpcal1/Ncald	EF-hand_8/EF-hand_7	76	1.47	2.19	no
Ocupat_v02_G036297			61	23.74	2.19	no
Ocupat_v02_G021539			25	1.77	2.18	no
Ocupat_v02_G031387	Kcnk15/Kcnk3/Kcnk9	Ion_trans_2/Ion_trans_2	28	4.58	2.18	no
Ocupat_v02_G009000	HMGbox_Sox:Sox4/Sox11/Sox12	HMG_box	22	1.3	2.17	yes
Ocupat_v02_G009475	Atad2/Atad2b	AAA/AAA_lid_3/Bromodomain	338	1.98	2.17	no
Ocupat_v02_G041589	Eef1g/Vars	GST_N/GST_C/EF1G	1752	1.47	2.16	no
Ocupat_v02_G032190	Rpl30	Ribosomal_L7Ae	829	1.46	2.15	no
Ocupat_v02_G008590	Rpl6	Ribosomal_L6e_N/Ribosomal_L6e	1263	1.47	2.14	no
Ocupat_v02_G017383	Rps14	Ribosomal_S11	1231	1.48	2.14	no
Ocupat_v02_G027019	Dscam/Dscaml1	I-set/I-set/Ig_3/I-set/Ig_3/I-set/fn3/fn3/fn3/fn3/I-set/fn3	26	4.38	2.14	no
Ocupat_v02_G021983	Rpl24	Ribosomal_L24e	1096	1.46	2.11	no
Ocupat_v02_G032106	Mamdc2	Astacin	38	11.52	2.1	no
Ocupat_v02_G017499	Rpl32	Ribosomal_L32e	1163	1.39	2.09	no
Ocupat_v02_G036434	Cela1/Cela2a/Cela3a/Cela3b/Ctrb1/Ctrc/Ctrl	Trypsin	20	4.45	2.09	no
Ocupat_v02_G032302	Ifi44/Ifi44l	Sushi/Sushi/TLD	71	73.96	2.08	no
Ocupat_v02_G009098	Homeodomains:Tgif2	Homeobox_KN	49	2.45	2.07	yes
Ocupat_v02_G016030	Rps24	Ribosomal_S24e	1431	1.52	2.07	no
Ocupat_v02_G011806	Dbh/Moxd1/Moxd2	DOMON/Cu2_monooxygen/Cu2_monooxygen/Cu2_monoox_C	36	25	2.06	no
Ocupat_v02_G037637	Rpl3/Rpl3l	Ribosomal_L3	878	1.48	2.06	no
Ocupat_v02_G020283	Rpl21	Ribosomal_L21e	1060	1.62	2.04	no
Ocupat_v02_G000585	Homeodomains:Isl1/Isl2	LIM/LIM/Homeodomain	45	1.64	2.03	yes
Ocupat_v02_G028937			22	14.1	2.03	no
Ocupat_v02_G029607			43	2.71	2.03	no
Ocupat_v02_G038109	Mcm9/Mettl23	Methyltransf_16	356	1.57	2.03	no
Ocupat_v02_G037251			33	2.86	2.02	no
Ocupat_v02_G027113	Rpl35a	Ribosomal_L35Ae	902	1.41	2.01	no
Ocupat_v02_G037371	Rpl27a	Ribosomal_L27A	1353	1.41	2.01	no
Ocupat_v02_G027413		ubiquitin	691	1.51	2	no
