id	gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
ACROYT_G032639	Ocupat_v02_G032639			895	92.55	6.69	no
ACROYT_G026727	Ocupat_v02_G026727			2636	23.46	6.59	no
ACROYT_G023744	Ocupat_v02_G023744			1132	97.59	6.58	no
ACROYT_G037280	Ocupat_v02_G037280			2159	9.67	6.29	no
ACROYT_G043236	Ocupat_v02_G043236		F5_F8_type_C/I-set/Ig_3	693	93.4	6.24	no
ACROYT_G034359	Ocupat_v02_G034359			1379	53.22	6.23	no
ACROYT_G031971	Ocupat_v02_G031971			2326	93.26	6.08	no
ACROYT_G032988	Ocupat_v02_G032988			638	88.61	6.01	no
ACROYT_G013511	Ocupat_v02_G013511	Calm4	EF-hand_7/EF-hand_7/EF-hand_7/EF-hand_7	591	67.16	5.99	no
ACROYT_G040181	Ocupat_v02_G040181	Car10/Car11	Carb_anhydrase	808	93.74	5.88	no
ACROYT_G027974	Ocupat_v02_G027974	Atp12a/Atp1a1/Atp1a2/Atp1a3/Atp1a4/Atp4a	Cation_ATPase_N/E1-E2_ATPase/Cation_ATPase/Hydrolase/Cation_ATPase_C	1263	35.66	5.75	no
ACROYT_G032764	Ocupat_v02_G032764	Dbh/Moxd1/Moxd2	DOMON/CUB/CUB	636	90.21	5.66	no
ACROYT_G011820	Ocupat_v02_G011820		ig	599	96.15	5.65	no
ACROYT_G003796	Ocupat_v02_G003796			649	41.74	5.54	no
ACROYT_G039541	Ocupat_v02_G039541			645	41.48	5.53	no
ACROYT_G035145	Ocupat_v02_G035145		ApeC	961	19.62	5.52	no
ACROYT_G009466	Ocupat_v02_G009466	Tuba1a/Tuba1b/Tuba1c/Tuba3a/Tuba3b/Tuba4a	Tubulin/Tubulin_C	1639	30	5.45	no
ACROYT_G003416	Ocupat_v02_G003416	Prdx6/Prdx6b	AhpC-TSA/1-cysPrx_C	1222	27.72	5.42	no
ACROYT_G031422	Ocupat_v02_G031422			475	89.62	5.38	no
ACROYT_G033195	Ocupat_v02_G033195		F5_F8_type_C/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/VWA/VWA/VWA/TSP_1/F5_F8_type_C	660	89.19	5.38	no
ACROYT_G004815	Ocupat_v02_G004815		CAP	740	53.62	5.32	no
ACROYT_G027819	Ocupat_v02_G027819			533	45.67	5.32	no
ACROYT_G005897	Ocupat_v02_G005897	Dysf/Fer1l5/Myof	C2/C2/FerI/C2/FerB/Pex24p/C2/C2/C2/Ferlin_C	704	23.12	5.14	no
ACROYT_G012658	Ocupat_v02_G012658			1304	76.98	5.11	no
ACROYT_G032697	Ocupat_v02_G032697	Aoc1/Aoc2/Aoc3/Doxl1/Doxl2/Svs1	Cu_amine_oxidN2/DUF1965/Cu_amine_oxid	503	53.91	5.11	no
ACROYT_G043239	Ocupat_v02_G043239	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase	550	72.75	5.1	no
ACROYT_G042817	Ocupat_v02_G042817			528	90.41	5.04	no
ACROYT_G034904	Ocupat_v02_G034904	Myorg	DUF4968/Gal_mutarotas_2/Glyco_hydro_31	584	46.98	5.02	no
ACROYT_G029556	Ocupat_v02_G029556		CH/CH/CH/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin/Filamin	566	46.24	4.89	no
ACROYT_G037475	Ocupat_v02_G037475			1218	90.16	4.71	no
ACROYT_G020031	Ocupat_v02_G020031	Methig1/Mettl7a1/Mettl7a2/Mettl7a3/Mettl7b	Methyltransf_23	430	63.8	4.62	no
ACROYT_G038357	Ocupat_v02_G038357	Acta1/Acta2/Actb/Actbl2/Actc1/Actg1/Actg2	Actin	1076	14.65	4.62	no
ACROYT_G036849	Ocupat_v02_G036849	Slc4a10/Slc4a4/Slc4a5/Slc4a7/Slc4a8/Slc4a9	Band_3_cyto/HCO3_cotransp	1001	37.31	4.44	no
ACROYT_G040593	Ocupat_v02_G040593		fn3/Pkinase_Tyr	400	63.59	4.39	no
ACROYT_G029750	Ocupat_v02_G029750	Homeodomains:like:Barx1/Barx2/Bsx/Dbx1/Dbx2/Emx1/Emx2/Hhex/Hlx/Nanog/Noto/Vax1/Vax2	Homeodomain	908	20.71	4.3	yes
ACROYT_G011292	Ocupat_v02_G011292			479	93.01	4.25	no
ACROYT_G042586	Ocupat_v02_G042586		7tm_1	404	29.71	4.11	no
ACROYT_G022064	Ocupat_v02_G022064		Astacin/ShK	737	66.76	4.06	no
ACROYT_G012657	Ocupat_v02_G012657	Mtbp	MTBP_N/MTBP_C	341	58.09	3.93	no
ACROYT_G027970	Ocupat_v02_G027970			375	58.87	3.93	no
ACROYT_G036714	Ocupat_v02_G036714		Tetraspanin	401	39.55	3.93	no
ACROYT_G005463	Ocupat_v02_G005463		Ank_2/Ank_4	547	54.1	3.9	no
ACROYT_G020736	Ocupat_v02_G020736	Sms		509	44.89	3.87	no
ACROYT_G005735	Ocupat_v02_G005735	Forkhead:like:Foxa1/Foxa2/Foxa3/Foxb1/Foxb2/Foxc1/Foxc2/Foxd1/Foxd2/Foxd3/Foxd4/Foxe1/Foxe3/Foxf1/Foxf2/Foxg1/Foxh1/Foxi1/Foxi2/Foxi3/Foxj1/Foxj2/Foxj3/Foxk1/Foxk2/Foxl1/Foxl2/Foxm1/Foxn1/Foxn2/Foxn3/Foxn4/Foxo1/Foxo3/Foxo4/Foxo6/Foxp1/Foxp2/Foxp3/Foxp4/Foxq1/Foxr1/Foxr2/Foxs1/Gm5294	Forkhead	541	89.72	3.82	yes
ACROYT_G027563	Ocupat_v02_G027563	Atp1b1/Atp1b2/Atp1b3/Atp1b4/Atp4b	Na_K-ATPase	892	28.24	3.82	no
ACROYT_G043207	Ocupat_v02_G043207			432	75.39	3.73	no
ACROYT_G010190	Ocupat_v02_G010190		Tropomyosin	368	19.27	3.71	no
ACROYT_G011818	Ocupat_v02_G011818		ig	353	96.45	3.71	no
ACROYT_G026717	Ocupat_v02_G026717	Slc12a1/Slc12a2/Slc12a3	AA_permease_N/AA_permease/SLC12	357	60.1	3.6	no
ACROYT_G029327	Ocupat_v02_G029327		Ig_3	319	33.16	3.58	no
ACROYT_G043520	Ocupat_v02_G043520			348	89	3.55	no
ACROYT_G003210	Ocupat_v02_G003210		7tm_1	526	96.34	3.53	no
ACROYT_G017156	Ocupat_v02_G017156			280	59.07	3.51	no
ACROYT_G020497	Ocupat_v02_G020497	Bmp1/Tll1/Tll2	Astacin	401	91.14	3.49	no
ACROYT_G032954	Ocupat_v02_G032954			291	89.26	3.44	no
ACROYT_G000267	Ocupat_v02_G000267			338	96.85	3.43	no
ACROYT_G012684	Ocupat_v02_G012684	Ltf/Meltf/Trf	Transferrin	1606	17.15	3.43	no
ACROYT_G021316	Ocupat_v02_G021316	Akp3/Alpi/Alpl/Alppl2	Alk_phosphatase	360	83.14	3.38	no
ACROYT_G011894	Ocupat_v02_G011894	P4htm	ShK/ShK/ShK/2OG-FeII_Oxy_3	257	88.32	3.31	no
ACROYT_G000794	Ocupat_v02_G000794	Cthrc1	Collagen	334	90.51	3.28	no
ACROYT_G035558	Ocupat_v02_G035558			348	53.79	3.28	no
ACROYT_G040855	Ocupat_v02_G040855		Fibrinogen_C	433	94.34	3.28	no
ACROYT_G009912	Ocupat_v02_G009912		ShK/ShK	277	77.59	3.25	no
ACROYT_G020496	Ocupat_v02_G020496	Gp2/Oit3/Umod		357	92.25	3.25	no
ACROYT_G020808	Ocupat_v02_G020808		Trypsin	539	89.83	3.24	no
ACROYT_G007257	Ocupat_v02_G007257			1097	14.61	3.23	no
ACROYT_G034239	Ocupat_v02_G034239			341	62.45	3.22	no
ACROYT_G009911	Ocupat_v02_G009911	Crb2/Dlk1/Dlk2/Efemp1/Egfl7/Egfl8/Heg1/Mmrn1/Pamr1	EGF/EGF_CA/EGF	267	88.12	3.21	no
ACROYT_G002231	Ocupat_v02_G002231		DED	3494	15.94	3.19	no
ACROYT_G010862	Ocupat_v02_G010862		PHD/zf-MYND	504	27.62	3.19	no
ACROYT_G020823	Ocupat_v02_G020823		Trypsin	6554	97.75	3.19	no
ACROYT_G035324	Ocupat_v02_G035324			2905	92.99	3.16	no
ACROYT_G043237	Ocupat_v02_G043237		F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/I-set/Ig_3	262	74.64	3.14	no
ACROYT_G042950	Ocupat_v02_G042950	Ldlr/Lrp8/Vldlr	Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/cEGF/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition	376	28.92	3.12	no
ACROYT_G010735	Ocupat_v02_G010735			1251	9.16	3.11	no
ACROYT_G034362	Ocupat_v02_G034362			354	65.92	3.11	no
ACROYT_G036904	Ocupat_v02_G036904	Bmpr2		290	28.1	3.06	no
ACROYT_G007607	Ocupat_v02_G007607			445	25.18	3.05	no
ACROYT_G022801	Ocupat_v02_G022801		Cellulase	314	98.12	3.05	no
ACROYT_G024224	Ocupat_v02_G024224	Hexim1/Hexim2	HEXIM	642	21.91	3.04	no
ACROYT_G009265	Ocupat_v02_G009265		PX/SH3_9/SH3_1/SH3_2/SH2	305	27.58	3	no
ACROYT_G023743	Ocupat_v02_G023743			680	94.05	3	no
ACROYT_G043689	Ocupat_v02_G043689	Gpr15/Xcr1	7tm_1	304	93.25	2.98	no
ACROYT_G006896	Ocupat_v02_G006896		7tm_1	340	47.29	2.96	no
ACROYT_G035151	Ocupat_v02_G035151			231	89.19	2.95	no
ACROYT_G024700	Ocupat_v02_G024700	Apcs/Crp/Mptx1/Mptx2/Nptx1/Nptx2/Nptxr/Ptx3/Ptx4	Pentaxin	312	94.83	2.92	no
ACROYT_G030412	Ocupat_v02_G030412	Crip1/Crip2/Crip3/Rassf2/Rassf4/Rassf6	LIM	1030	13.59	2.89	no
ACROYT_G022760	Ocupat_v02_G022760		Collagen/Collagen	28540	97.74	2.87	no
ACROYT_G009415	Ocupat_v02_G009415			231	92.77	2.83	no
ACROYT_G007769	Ocupat_v02_G007769		UPAR_LY6	204	10.14	2.8	no
ACROYT_G008314	Ocupat_v02_G008314	Ly6g6d		424	36.77	2.79	no
ACROYT_G022596	Ocupat_v02_G022596			359	92.29	2.77	no
ACROYT_G033154	Ocupat_v02_G033154	Ahcyl1/Ahcyl2	AdoHcyase/AdoHcyase_NAD	516	29.64	2.77	no
ACROYT_G040643	Ocupat_v02_G040643	Ndrg1/Ndrg2/Ndrg3/Ndrg4	Ndr	374	30.21	2.76	no
ACROYT_G042953	Ocupat_v02_G042953	AC118710.1/Cyp17a1/Cyp1a1/Cyp1a2/Cyp1b1/Cyp21a1/Cyp2a12/Cyp2a22/Cyp2a4/Cyp2a5/Cyp2ab1/Cyp2b10/Cyp2b13/Cyp2b19/Cyp2b23/Cyp2b9/Cyp2c23/Cyp2c29/Cyp2c37/Cyp2c38/Cyp2c39/Cyp2c40/Cyp2c50/Cyp2c54/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c67/Cyp2c68/Cyp2c69/Cyp2c70/Cyp2d10/Cyp2d11/Cyp2d12/Cyp2d22/Cyp2d26/Cyp2d34/Cyp2d40/Cyp2d9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2j11/Cyp2j12/Cyp2j13/Cyp2j5/Cyp2j6/Cyp2j7/Cyp2j8/Cyp2j9/Cyp2r1/Cyp2s1/Cyp2u1/Cyp2w1	p450	210	21.08	2.75	no
ACROYT_G006740	Ocupat_v02_G006740	Cisd1/Cisd2	MitoNEET_N/zf-CDGSH	556	21.62	2.74	no
ACROYT_G011917	Ocupat_v02_G011917			396	64.29	2.73	no
ACROYT_G041695	Ocupat_v02_G041695	Haao	3-HAO	493	20.76	2.73	no
ACROYT_G017131	Ocupat_v02_G017131	Frzb/Sfrp4	Fz/NTR	235	34.31	2.69	no
ACROYT_G016697	Ocupat_v02_G016697		F5_F8_type_C	1115	12.42	2.65	no
ACROYT_G037224	Ocupat_v02_G037224			437	20.46	2.64	no
ACROYT_G034970	Ocupat_v02_G034970	Kcnj1/Kcnj10/Kcnj11/Kcnj12/Kcnj14/Kcnj15/Kcnj2/Kcnj3/Kcnj4/Kcnj5/Kcnj6/Kcnj8/Kcnj9	IRK/IRK_C	224	90.69	2.62	no
ACROYT_G043838	Ocupat_v02_G043838		FMN_red	2381	14.64	2.61	no
ACROYT_G009044	Ocupat_v02_G009044			823	58.16	2.6	no
ACROYT_G025647	Ocupat_v02_G025647	Tanc1/Tanc2		362	18.85	2.58	no
ACROYT_G040166	Ocupat_v02_G040166	Car10/Car11	Carb_anhydrase/Carb_anhydrase	529	96.01	2.57	no
ACROYT_G043181	Ocupat_v02_G043181			201	40.85	2.54	no
ACROYT_G000289	Ocupat_v02_G000289	Plin1/Plin2/Plin3/Plin4/Plin5		263	33.33	2.53	no
ACROYT_G005613	Ocupat_v02_G005613	Homeodomains:like:Nkx2-1/Nkx2-2/Nkx2-3/Nkx2-4/Nkx2-5/Nkx2-6/Nkx2-9	Homeodomain	409	21.95	2.52	yes
ACROYT_G025369	Ocupat_v02_G025369	Slc34a1/Slc34a2/Slc34a3	Na_Pi_cotrans/Na_Pi_cotrans	595	16.1	2.5	no
ACROYT_G000050	Ocupat_v02_G000050	Prdm6	SET/zf-C2H2/zf-C2H2/zf-C2H2	223	61.43	2.49	yes
ACROYT_G030114	Ocupat_v02_G030114	Cd163/Cd163l1/Cd5l/Cd6/Cdcp3/Dmbt1/Lgals3bp/Marco/Msr1/Prss12/Scara5/Ssc4d/Ssc5d	H_lectin/Kazal_2/Lectin_C/EGF_CA/EGF_CA/CUB/SRCR/SRCR	202	50.5	2.49	no
ACROYT_G038984	Ocupat_v02_G038984		Anoct_dimer/Anoctamin	204	60	2.47	no
ACROYT_G032024	Ocupat_v02_G032024	Hnrnpab/Hnrnpd/Hnrnpdl/Rbm31y	RRM_1/RRM_1	708	13.31	2.45	no
ACROYT_G041354	Ocupat_v02_G041354			227	85.02	2.44	no
ACROYT_G021605	Ocupat_v02_G021605		Cupin_8	381	66.84	2.43	no
ACROYT_G008788	Ocupat_v02_G008788		SAM_2/RA/RA	290	26.15	2.42	no
ACROYT_G042614	Ocupat_v02_G042614	Mpp5	CH/PDZ/L27/PDZ/SH3_2/Guanylate_kin	361	20.9	2.41	no
ACROYT_G041677	Ocupat_v02_G041677			295	92.48	2.41	no
ACROYT_G003793	Ocupat_v02_G003793	Lmo4	LIM/LIM	559	14.91	2.39	no
ACROYT_G032946	Ocupat_v02_G032946			172	77.13	2.39	no
ACROYT_G027831	Ocupat_v02_G027831			197	35.18	2.38	no
ACROYT_G024035	Ocupat_v02_G024035		Collagen/Collagen	161	55.9	2.35	no
ACROYT_G009337	Ocupat_v02_G009337	Mettl27	Methyltransf_25	226	93.39	2.34	no
ACROYT_G042352	Ocupat_v02_G042352	Naa80	Acetyltransf_1	11598	11.34	2.34	no
ACROYT_G009517	Ocupat_v02_G009517		LIM/LIM	218	23.22	2.31	no
ACROYT_G012226	Ocupat_v02_G012226			165	90.16	2.31	no
ACROYT_G004280	Ocupat_v02_G004280	Slc25a28/Slc25a37	Mito_carr/Mito_carr/Mito_carr	597	15.22	2.3	no
ACROYT_G023766	Ocupat_v02_G023766	AC118710.1/Cyp17a1/Cyp1a1/Cyp1a2/Cyp1b1/Cyp21a1/Cyp2a12/Cyp2a22/Cyp2a4/Cyp2a5/Cyp2ab1/Cyp2b10/Cyp2b13/Cyp2b19/Cyp2b23/Cyp2b9/Cyp2c23/Cyp2c29/Cyp2c37/Cyp2c38/Cyp2c39/Cyp2c40/Cyp2c50/Cyp2c54/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c67/Cyp2c68/Cyp2c69/Cyp2c70/Cyp2d10/Cyp2d11/Cyp2d12/Cyp2d22/Cyp2d26/Cyp2d34/Cyp2d40/Cyp2d9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2j11/Cyp2j12/Cyp2j13/Cyp2j5/Cyp2j6/Cyp2j7/Cyp2j8/Cyp2j9/Cyp2r1/Cyp2s1/Cyp2u1/Cyp2w1	p450	297	16.11	2.3	no
ACROYT_G041646	Ocupat_v02_G041646			182	68.42	2.3	no
ACROYT_G005765	Ocupat_v02_G005765	Add1/Add2/Add3	Aldolase_II	255	22.87	2.29	no
ACROYT_G021049	Ocupat_v02_G021049		CH/CH/Spectrin/Spectrin/Spectrin	172	20.6	2.29	no
ACROYT_G041063	Ocupat_v02_G041063	Nhlrc1/Nhlrc3/Nhlrc4/Pml/Rnf207/Rnf208/Trim25/Trim62/Trim80	zf-C3HC4/Filamin/NHL/NHL/NHL/NHL/NHL	180	45.92	2.29	no
ACROYT_G025321	Ocupat_v02_G025321		Usp	1880	16.49	2.28	no
ACROYT_G032617	Ocupat_v02_G032617	Acan/Bcan/Cd44/Hapln1/Hapln2/Hapln3/Hapln4/Lyve1/Stab1/Stab2/Tnfaip6	EGF_3/EGF_3/Fasciclin	231	52.03	2.27	no
ACROYT_G006531	Ocupat_v02_G006531			932	8.13	2.25	no
ACROYT_G017384	Ocupat_v02_G017384		MAM/fn2/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/Trefoil/Trefoil/MAM/MAM/MAM/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/MAM/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/MAM/MAM/MAM/Ldl_recept_a/Ldl_recept_a	728	4.94	2.25	no
ACROYT_G020404	Ocupat_v02_G020404			157	81.35	2.25	no
ACROYT_G025443	Ocupat_v02_G025443	Galnt1/Galnt13	Glycos_transf_2/Ricin_B_lectin	278	20.28	2.25	no
ACROYT_G036388	Ocupat_v02_G036388	HLH:like:Myc/Mycl/Mycn/Mycs	HLH	169	18.21	2.25	yes
ACROYT_G020346	Ocupat_v02_G020346	Btg1/Btg1b/Btg1c/Btg2	BTG	1094	13.08	2.23	no
ACROYT_G040195	Ocupat_v02_G040195		CAP	194	89.4	2.23	no
ACROYT_G019867	Ocupat_v02_G019867		CUB/CUB/CUB	163	24.92	2.21	no
ACROYT_G031652	Ocupat_v02_G031652	Cilp/Cilp2/Thsd1	TSP_1/Ig_3	141	65.58	2.21	no
ACROYT_G010672	Ocupat_v02_G010672	Rimbp2/Rimbp3/Tspoap1	SH3_9/SH3_2/SH3_9	447	17.19	2.18	no
ACROYT_G030730	Ocupat_v02_G030730	Nat8/Nat8f1/Nat8f2/Nat8f3/Nat8f4/Nat8f5/Nat8f6/Nat8f7/Nat8l	Acetyltransf_1	1790	5.98	2.18	no
ACROYT_G000273	Ocupat_v02_G000273			711	10.05	2.17	no
ACROYT_G013053	Ocupat_v02_G013053	Uqcrfs1	Ubiq-Cytc-red_N/UCR_TM/Rieske	876	12.85	2.17	no
ACROYT_G022620	Ocupat_v02_G022620			172	90.53	2.16	no
ACROYT_G008051	Ocupat_v02_G008051	Selenbp1/Selenbp2	SBP56	317	31.14	2.15	no
ACROYT_G024593	Ocupat_v02_G024593			172	25.07	2.15	no
ACROYT_G017681	Ocupat_v02_G017681	Limch1/Lmo7	CH/LIM	642	12.54	2.14	no
ACROYT_G033221	Ocupat_v02_G033221	Ly6m/Lynx1/Psca/Slurp2		346	18.5	2.14	no
ACROYT_G042260	Ocupat_v02_G042260			163	96.45	2.14	no
ACROYT_G043629	Ocupat_v02_G043629		DAN	148	71.15	2.14	no
ACROYT_G001426	Ocupat_v02_G001426	Idh2	Iso_dh	507	17.11	2.13	no
ACROYT_G005937	Ocupat_v02_G005937		DAN	192	8.56	2.13	no
ACROYT_G006459	Ocupat_v02_G006459		BCCT/PLAC8	125	4.78	2.13	no
ACROYT_G025609	Ocupat_v02_G025609		EGF_CA/EGF	663	9.96	2.13	no
ACROYT_G003362	Ocupat_v02_G003362			208	24.91	2.11	no
ACROYT_G039781	Ocupat_v02_G039781		Ank_2	435	11.65	2.11	no
ACROYT_G023085	Ocupat_v02_G023085	Dtna/Dtnb	EF-hand_2/EF-hand_3/ZZ	316	17.37	2.1	no
ACROYT_G026790	Ocupat_v02_G026790	Slc22a1/Slc22a12/Slc22a13/Slc22a13b/Slc22a14/Slc22a15/Slc22a19/Slc22a2/Slc22a20/Slc22a21/Slc22a22/Slc22a26/Slc22a27/Slc22a28/Slc22a29/Slc22a3/Slc22a30/Slc22a4/Slc22a5/Slc22a6/Slc22a7/Slc22a8	Sugar_tr	137	32.46	2.09	no
ACROYT_G032638	Ocupat_v02_G032638			172	95.03	2.09	no
ACROYT_G038098	Ocupat_v02_G038098			147	10.9	2.09	no
ACROYT_G008642	Ocupat_v02_G008642	Ggt1/Ggt5	G_glu_transpept	130	34.03	2.08	no
ACROYT_G044141	Ocupat_v02_G044141			142	97.93	2.08	no
ACROYT_G020362	Ocupat_v02_G020362			123	91.79	2.07	no
ACROYT_G022469	Ocupat_v02_G022469	Nynrin	Integrase_H2C2/EGF/EGF/Calx-beta/EGF/EGF/EGF_CA/EGF	131	50.97	2.07	no
ACROYT_G033840	Ocupat_v02_G033840		7tm_1	454	70.39	2.06	no
ACROYT_G001423	Ocupat_v02_G001423	Mex3a/Mex3b/Mex3c/Mex3d	KH_1/KH_1/zf-C3HC4_3	276	8.99	2.05	no
ACROYT_G009042	Ocupat_v02_G009042			15141	91.13	2.05	no
ACROYT_G024779	Ocupat_v02_G024779	Glb1/Glb1l	Glyco_hydro_35/BetaGal_dom4_5	166	30.35	2.05	no
ACROYT_G036464	Ocupat_v02_G036464			264	43.07	2.05	no
ACROYT_G000049	Ocupat_v02_G000049	Prdm6	SET/SET/zf-C2H2/zf-C2H2	181	28.28	2.04	yes
ACROYT_G004952	Ocupat_v02_G004952	Npm1/Npm2/Npm3	Nucleoplasmin	1315	10.53	2.04	no
ACROYT_G007162	Ocupat_v02_G007162		Spond_N/TSP1_spondin/TSP_1/TSP1_spondin	129	14.45	2.04	no
ACROYT_G007313	Ocupat_v02_G007313	Gng10/Gng11/Gng12/Gng2/Gng3/Gng4/Gng5/Gng7/Gng8/Gngt1/Gngt2	G-gamma	786	10.65	2.03	no
ACROYT_G012247	Ocupat_v02_G012247			168	49.12	2.03	no
ACROYT_G011717	Ocupat_v02_G011717			143	31.92	2.03	no
