gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G017022	bZIP:like:Atf2/Atf3/Atf7/Creb5/Fos/Fosb/Fosl1/Fosl2/Gm28047/Jdp2	bZIP_1	454	60.37	11.99	yes
Ocupat_v02_G033286	Endod1/Endog/Exog	Endonuclease_NS	399	75	10.99	no
Ocupat_v02_G016000	HLH:like:Id1/Id2/Id3/Id4	HLH	379	29.73	10.45	yes
Ocupat_v02_G001555			513	18.59	10.01	no
Ocupat_v02_G016639	Gbp10/Gbp11/Gbp2/Gbp2b/Gbp3/Gbp4/Gbp5/Gbp6/Gbp7/Gbp8/Gbp9	GBP/GBP_C	443	37.54	9.98	no
Ocupat_v02_G033492	Dct/Kcp/Tyr/Tyrp1	Tyrosinase	366	81.88	9.97	no
Ocupat_v02_G007021	Oc90/Pla2g10/Pla2g1b/Pla2g2a/Pla2g2c/Pla2g2d/Pla2g2e/Pla2g2f/Pla2g5	Phospholip_A2_1	505	69.66	9.69	no
Ocupat_v02_G002546			349	89.49	9.46	no
Ocupat_v02_G031015	IRF:like:Irf1/Irf2	IRF	437	25.97	9.33	yes
Ocupat_v02_G018335	St13	HipN	1266	13.65	9.32	no
Ocupat_v02_G040802	Ly6m/Lynx1/Psca/Slurp2	UPAR_LY6	3948	8.12	9.25	no
Ocupat_v02_G035749		Tubulin/Tubulin_C	354	21.62	9.17	no
Ocupat_v02_G034574	BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr	Inhibitor_I29/Peptidase_C1	680	25.39	8.88	no
Ocupat_v02_G043772	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_10/TPR_12/TPR_7/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	337	95.47	8.86	no
Ocupat_v02_G027554			925	9.59	8.83	no
Ocupat_v02_G044350	Ttc28	TPR_12/TPR_12/TPR_12/CHAT	255	94.8	8.61	no
Ocupat_v02_G026745	Cdk5r1/Cdk5r2	CDK5_activator	282	19.8	8.35	no
Ocupat_v02_G004573	Scpep1	Peptidase_S10	535	14.5	8.2	no
Ocupat_v02_G036327			586	15.43	8.04	no
Ocupat_v02_G044317	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	233	62.8	7.98	no
Ocupat_v02_G012788		MNNL/DSL/DSL/DSL	278	11.05	7.93	no
Ocupat_v02_G008426	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	251	86.25	7.88	no
Ocupat_v02_G006844			972	5.68	7.71	no
Ocupat_v02_G022047		UPA/UPA	2163	7.35	7.56	no
Ocupat_v02_G042185	Agt/Serpina10/Serpina11/Serpina12/Serpina1a/Serpina1b/Serpina1c/Serpina1d/Serpina1e/Serpina1f/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina6/Serpina7/Serpina9/Serpinb10/Serpinb11/Serpinb12/Serpinb13/Serpinb1a/Serpinb1b/Serpinb1c/Serpinb2/Serpinb3a/Serpinb3b/Serpinb3c/Serpinb3d/Serpinb5/Serpinb6a/Serpinb6b/Serpinb6c/Serpinb6d/Serpinb6e/Serpinb7/Serpinb8/Serpinb9/Serpinb9b/Serpinb9c/Serpinb9d/Serpinb9e/Serpinb9f/Serpinb9g/Serpinb9h/Serpinc1/Serpind1/Serpini1/Serpini2	Serpin	269	56.28	7.35	no
Ocupat_v02_G003713			1747	7.52	7.32	no
Ocupat_v02_G042408			548	7.3	7.2	no
Ocupat_v02_G017125		Peptidase_M15_4	381	22.57	7.15	no
Ocupat_v02_G000442	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12	237	49.27	6.97	no
Ocupat_v02_G007228	Gas2/Gas2l3	CH/GAS2	317	27.57	6.82	no
Ocupat_v02_G000950		VWA/Ion_trans/SPRY	246	85.12	6.72	no
Ocupat_v02_G012446	IRF:like:Irf3/Irf4/Irf5/Irf6/Irf7/Irf8/Irf9	IRF	225	51.02	6.66	yes
Ocupat_v02_G001118	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_8/CHAT	203	88.26	6.62	no
Ocupat_v02_G003579			218	71.24	6.53	no
Ocupat_v02_G020173			188	40.17	6.46	no
Ocupat_v02_G012461	Gpr158/Gpr179	7tm_3	216	30.9	6.33	no
Ocupat_v02_G020281	Uchl1/Uchl3/Uchl4	Peptidase_C12	404	18.83	6.33	no
Ocupat_v02_G000398	Ttc28	TPR_10/TPR_12/TPR_12/TPR_12/CHAT	229	67.55	6.2	no
Ocupat_v02_G003847	Ddx58/Dhx58/Ifih1/Mavs	CARD_2	206	85.48	6.2	no
Ocupat_v02_G028129		Ig_2/Ig_3/Pkinase_Tyr	214	63.31	6.2	no
Ocupat_v02_G000395	Ttc28	TPR_7/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	229	66.76	6.13	no
Ocupat_v02_G005897	Dysf/Fer1l5/Myof	C2/C2/FerI/C2/FerB/Pex24p/C2/C2/C2/Ferlin_C	288	9.46	6.13	no
Ocupat_v02_G000949			255	63.28	6.05	no
Ocupat_v02_G005363	Ddx58/Dhx58/Ifih1/Mavs	CARD_2/ResIII/RIG-I_C/Helicase_C/RIG-I_C-RD	217	72.58	6.02	no
Ocupat_v02_G027456			420	15.75	6.02	no
Ocupat_v02_G007379			218	69.65	5.98	no
Ocupat_v02_G038127		Tropomyosin	198	13.55	5.98	no
Ocupat_v02_G032652			192	88.48	5.93	no
Ocupat_v02_G011540		Lipase_3	384	6.58	5.87	no
Ocupat_v02_G039987			156	89.66	5.82	no
Ocupat_v02_G007313	Gng10/Gng11/Gng12/Gng2/Gng3/Gng4/Gng5/Gng7/Gng8/Gngt1/Gngt2	G-gamma	734	9.95	5.81	no
Ocupat_v02_G017998	Gpr50/Gpr84/Gpr88/Mtnr1a/Mtnr1b	7tm_1	169	61.23	5.79	no
Ocupat_v02_G011096	Kif15	Kinesin	273	14.01	5.74	no
Ocupat_v02_G009791	Smpd1	Metallophos	337	9.94	5.68	no
Ocupat_v02_G005218	Ttc28	TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_7/CHAT	169	93.89	5.64	no
Ocupat_v02_G016399	Gbp10/Gbp11/Gbp2/Gbp2b/Gbp3/Gbp4/Gbp5/Gbp6/Gbp7/Gbp8/Gbp9	GBP/GBP_C/RVT_1	277	15.14	5.64	no
Ocupat_v02_G000761	Ttc28	TPR_12/TPR_12/TPR_10/CHAT	164	93.18	5.63	no
Ocupat_v02_G000069		Ras	190	85.59	5.52	no
Ocupat_v02_G016251	Lcp1/Pls1/Pls3	EF-hand_7/CH/CH/CH/CH	714	9.22	5.51	no
Ocupat_v02_G037668	Pea15a	DED	318	14.75	5.47	no
Ocupat_v02_G019981		DUF4728	190	26.8	5.45	no
Ocupat_v02_G026087	Tirap	ig/TIR_2	169	52	5.4	no
Ocupat_v02_G033132	Hdac6	zf-UBP	443	13.08	5.36	no
Ocupat_v02_G007440	Aoah	SapB_2/Lipase_GDSL	184	21.67	5.2	no
Ocupat_v02_G037217	Egfem1/Scarf1/Scarf2/Tek/Tie1/Vwce	Ig_3/I-set/Pkinase_Tyr	177	20.73	5.19	no
Ocupat_v02_G026154			214	18.07	5.18	no
Ocupat_v02_G037644	Ly6m/Lynx1/Psca/Slurp2		186	58.68	5.15	no
Ocupat_v02_G001675	Asphd1/Asphd2	Asp_Arg_Hydrox	193	16.48	5.12	no
Ocupat_v02_G012516	Ube2c	UQ_con	157	22.46	5.11	no
Ocupat_v02_G019643			265	14.04	5.11	no
Ocupat_v02_G035723	Rgs11/Rgs6/Rgs7/Rgs9	DEP/RGS_DHEX/G-gamma/RGS	235	19.88	5.08	no
Ocupat_v02_G006252	Ctsz	Peptidase_C1	1374	5.71	5.06	no
Ocupat_v02_G005931		CAP/CAP	168	31.34	5.01	no
Ocupat_v02_G003806	Aif1/Aif1l	EF-hand_7	1122	6.81	4.99	no
Ocupat_v02_G013620			138	58.23	4.95	no
Ocupat_v02_G034813	Ager/Alcam/Bcam/Cadm1/Cadm2/Cadm3/Cadm4/Cd22/Cd276/Crtam/Icosl/Igsf21/Kirrel/Kirrel2/Kirrel3/Mcam/Nectin1/Nectin2/Nectin3/Nectin4/Nphs1/Pdcd1/Pvr/Tapbpl/Tigit/Tmem25/Tmigd1/Vsig10/Vsig10l/Vtcn1	I-set	169	28.17	4.95	no
Ocupat_v02_G007538			280	12.87	4.92	no
Ocupat_v02_G030428	Sdc1/Sdc2/Sdc3/Sdc4	Syndecan	232	18.55	4.92	no
Ocupat_v02_G007373			313	9.54	4.9	no
Ocupat_v02_G039980	Lgmn	Peptidase_C13	386	9.68	4.89	no
Ocupat_v02_G026748	Myo1d/Myo1g	Myosin_head/Myosin_TH1	212	15.95	4.84	no
Ocupat_v02_G012634		CAP	140	24.14	4.82	no
Ocupat_v02_G000549	Homeodomains:like:Otp/Pitx1/Pitx2/Pitx3/Prrx1/Prrx2	Homeodomain/OAR	167	18.6	4.81	yes
Ocupat_v02_G002547	Snapc3	zf-SNAP50_C	201	21.75	4.81	no
Ocupat_v02_G032592			158	64.75	4.79	no
Ocupat_v02_G007252		PX	142	24.57	4.78	no
Ocupat_v02_G012691			425	9.18	4.77	no
Ocupat_v02_G018992		ThiF	634	5.67	4.73	no
Ocupat_v02_G031295			957	1.45	4.72	no
Ocupat_v02_G031603	Hpgds	GST_N/GST_C_3/GST_N/GST_C_3	891	5.56	4.72	no
Ocupat_v02_G036567	Ctsd/Napsa/Ren1	A1_Propeptide/Asp	1060	5.99	4.69	no
Ocupat_v02_G036552	Csrp1/Csrp2/Csrp3	LIM/RVT_1	1093	6.62	4.65	no
Ocupat_v02_G017763			413	5.36	4.52	no
Ocupat_v02_G044103	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/CHAT/TPR_12/TPR_8/TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/CHAT	159	73.95	4.46	no
Ocupat_v02_G033724	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_12	131	85.06	4.45	no
Ocupat_v02_G028515		Ig_3/Ig_3/fn3/Pkinase_Tyr	153	18.48	4.44	no
Ocupat_v02_G010802	Txndc17	DUF953	565	9.4	4.4	no
Ocupat_v02_G021689	Csta1/Csta2/Csta3/Cstb/Cstdc4/Cstdc5/Cstdc6/Stfa1/Stfa2/Stfa2l1/Stfa3	Cystatin	559	4.88	4.38	no
Ocupat_v02_G038986		Anoct_dimer/Anoctamin	160	21.8	4.34	no
Ocupat_v02_G008987	Rgs17/Rgs19/Rgs20	RGS	154	18.42	4.32	no
Ocupat_v02_G018916			493	5.75	4.31	no
Ocupat_v02_G024062			123	65.78	4.29	no
Ocupat_v02_G006843			151	30.94	4.2	no
Ocupat_v02_G038341	Acta1/Acta2/Actb/Actbl2/Actc1/Actg1/Actg2	Actin	327	13.65	4.19	no
Ocupat_v02_G008114	Efna1/Efna2/Efna3/Efna4/Efna5/Efnb1/Efnb2/Efnb3	Ephrin	152	54.29	4.18	no
Ocupat_v02_G005140	Naaa	NAAA-beta/CBAH	163	11.38	4.15	no
Ocupat_v02_G007351	Psap/Psapl1/Sftpb	SapA/SapB_1/SapB_2/SapB_1/SapB_2/SapB_1/SapB_2/SapA	1417	5.44	4.14	no
Ocupat_v02_G026076	AA467197/Ndufa4/Ndufa4l2	B12D	320	8.55	4.14	no
Ocupat_v02_G025820	Gca/Sri	EF-hand_8	1012	6.15	4.12	no
Ocupat_v02_G000290			371	2.53	4.11	no
Ocupat_v02_G008825		Trypsin	159	27.13	4.11	no
Ocupat_v02_G033189	Agt/Serpina10/Serpina11/Serpina12/Serpina1a/Serpina1b/Serpina1c/Serpina1d/Serpina1e/Serpina1f/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina6/Serpina7/Serpina9/Serpinb10/Serpinb11/Serpinb12/Serpinb13/Serpinb1a/Serpinb1b/Serpinb1c/Serpinb2/Serpinb3a/Serpinb3b/Serpinb3c/Serpinb3d/Serpinb5/Serpinb6a/Serpinb6b/Serpinb6c/Serpinb6d/Serpinb6e/Serpinb7/Serpinb8/Serpinb9/Serpinb9b/Serpinb9c/Serpinb9d/Serpinb9e/Serpinb9f/Serpinb9g/Serpinb9h/Serpinc1/Serpind1/Serpini1/Serpini2	Serpin	148	23.42	4.06	no
Ocupat_v02_G044514			118	52.68	4.02	no
Ocupat_v02_G019414			111	68.94	4.01	no
Ocupat_v02_G010192	Ttc4	TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_7/CHAT	109	79.56	4	no
Ocupat_v02_G000642			269	6.96	3.99	no
Ocupat_v02_G029748	Homeodomains:like:Barx1/Barx2/Bsx/Dbx1/Dbx2/Emx1/Emx2/Hhex/Hlx/Nanog/Noto/Vax1/Vax2	Homeodomain	129	46.74	3.98	yes
Ocupat_v02_G044521			140	27.78	3.94	no
Ocupat_v02_G019152	Fam107a/Fam107b	SH3_1/DUF1151	260	9.53	3.93	no
Ocupat_v02_G010954	Mvp	Vault_2/Vault/Vault/Vault/Vault_2/Vault/Vault_4/Vault_3/MVP_shoulder	273	9.05	3.92	no
Ocupat_v02_G019579	Ube2a/Ube2b	UQ_con	468	6.91	3.92	no
Ocupat_v02_G030429	Fgf10/Fgf11/Fgf12/Fgf13/Fgf14/Fgf16/Fgf20/Fgf22/Fgf3/Fgf4/Fgf5/Fgf6/Fgf7/Fgf9	FGF	145	59.18	3.92	no
Ocupat_v02_G044318	Ttc28	TPR_12/TPR_12/TPR_12/CHAT	111	88.8	3.9	no
Ocupat_v02_G044376	Ttc28	TPR_12/TPR_12/CHAT	103	91.96	3.9	no
Ocupat_v02_G004262		Vault_2/Vault/Vault/Vault/Vault_2/Vault/Vault_4/Vault_3/MVP_shoulder	337	8.82	3.88	no
Ocupat_v02_G027486	Atg3/Eif3f	Autophagy_act_C	156	14.1	3.88	no
Ocupat_v02_G035718			216	11.88	3.86	no
Ocupat_v02_G024004	Hmox1/Hmox2		371	6.7	3.85	no
Ocupat_v02_G040264		TSP_1/TSP_1/TSP_1	263	12.35	3.85	no
Ocupat_v02_G034681		TPR_7/TPR_12/TPR_12/TPR_12/TPR_10/CHAT	95	88.79	3.84	no
Ocupat_v02_G007956		BCCT/PLAC8	146	13.88	3.82	no
Ocupat_v02_G044316	Ttc28	TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	110	88.71	3.82	no
Ocupat_v02_G044130	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	102	85	3.79	no
Ocupat_v02_G006366	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/CHAT	108	89.26	3.78	no
Ocupat_v02_G018351			157	10.08	3.78	no
Ocupat_v02_G013630			250	9.08	3.77	no
Ocupat_v02_G027492			215	11.74	3.77	no
Ocupat_v02_G036558	Csrp1/Csrp2/Csrp3	LIM	170	13.4	3.73	no
Ocupat_v02_G043618		EF-hand_like/PI-PLC-X/PI-PLC-Y/C2	111	34.8	3.72	no
Ocupat_v02_G009219	Plbd1/Plbd2	Phospholip_B	321	5.13	3.7	no
Ocupat_v02_G032024	Hnrnpab/Hnrnpd/Hnrnpdl/Rbm31y	RRM_1/RRM_1	350	6.58	3.69	no
Ocupat_v02_G031997		Pkinase_Tyr	106	34.53	3.64	no
Ocupat_v02_G044428	bZIP:Jun/Junb/Jund	Jun/bZIP_1	345	5.19	3.61	yes
Ocupat_v02_G031662	Ttc4	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/CHAT	97	97	3.59	no
Ocupat_v02_G038008	Maip1		126	17.21	3.59	no
Ocupat_v02_G017833	Asah1	NAAA-beta/CBAH	243	6.6	3.58	no
Ocupat_v02_G033880	Cgas/Mab21l3/Mb21d2/Tmem102	Mab-21	115	80.99	3.57	no
Ocupat_v02_G039427	Trafd1/Xaf1	zf-TRAF	126	9.38	3.57	no
Ocupat_v02_G043791		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	88	92.63	3.55	no
Ocupat_v02_G001879	Rxfp1/Rxfp2	MAM/MAM/F5_F8_type_C/Pentaxin/MAM/CUB/LRR_8/LRR_8/7tm_1	83	39.52	3.54	no
Ocupat_v02_G027485			156	14.7	3.54	no
Ocupat_v02_G038035			149	7.17	3.54	no
Ocupat_v02_G016400	Gbp10/Gbp11/Gbp2/Gbp2b/Gbp3/Gbp4/Gbp5/Gbp6/Gbp7/Gbp8/Gbp9		142	11.75	3.52	no
Ocupat_v02_G017682	Hspa4/Hspa4l/Hsph1	HSP70	158	12.95	3.52	no
Ocupat_v02_G027582		Methyltransf_7	324	6.53	3.51	no
Ocupat_v02_G044244			127	9.57	3.49	no
Ocupat_v02_G005423	Bpi/Bpifb2/Bpifb3/Bpifb4/Bpifc/Lbp/Pltp	LBP_BPI_CETP/LBP_BPI_CETP_C	160	6.46	3.48	no
Ocupat_v02_G044529		7tm_1	195	11.69	3.44	no
Ocupat_v02_G026851	Faim/Faiml	FAIM1	137	14.97	3.42	no
Ocupat_v02_G000489		BTB/BACK	99	54.1	3.41	no
Ocupat_v02_G010128	Ddx60	DEAD/Helicase_C	126	10.88	3.41	no
Ocupat_v02_G029752	Homeodomains:like:Barx1/Barx2/Bsx/Dbx1/Dbx2/Emx1/Emx2/Hhex/Hlx/Nanog/Noto/Vax1/Vax2	Homeodomain	111	15.1	3.41	yes
Ocupat_v02_G032999	Hsp90b1	HATPase_c/HSP90/HSP90	268	6	3.41	no
Ocupat_v02_G003040	Trpc1/Trpc2/Trpc3/Trpc4/Trpc5/Trpc6/Trpc7/Xntrpc	Ion_trans	88	24.65	3.39	no
Ocupat_v02_G001123	Ttc28	TPR_10/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12	94	96.91	3.38	no
Ocupat_v02_G003307	Fnbp1/Fnbp1l/Trip10	FCH/SH3_9	253	8.34	3.38	no
Ocupat_v02_G009780			174	9.44	3.37	no
Ocupat_v02_G033919			113	24.67	3.37	no
Ocupat_v02_G042509	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	93	76.86	3.36	no
Ocupat_v02_G009787	Ypel1/Ypel2/Ypel3/Ypel4	Yippee-Mis18	388	6.17	3.35	no
Ocupat_v02_G017685			155	11.97	3.35	no
Ocupat_v02_G020616	Casr/Gprc6a/Tas1r1/Tas1r2/Vmn2r1/Vmn2r126/Vmn2r128/Vmn2r14/Vmn2r2/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r53/Vmn2r54/Vmn2r55/Vmn2r56/Vmn2r57/Vmn2r58/Vmn2r59/Vmn2r6/Vmn2r60/Vmn2r61/Vmn2r62/Vmn2r63/Vmn2r7	ANF_receptor/NCD3G/7tm_3	89	17.18	3.32	no
Ocupat_v02_G025950	Sgta/Sgtb	SGTA_dimer/TPR_1/TPR_1/TPR_1	177	9.19	3.32	no
Ocupat_v02_G044427	Ttc28	TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_7/TPR_12	105	89.74	3.3	no
Ocupat_v02_G005424	Bpi/Bpifb2/Bpifb3/Bpifb4/Bpifc/Lbp/Pltp	LBP_BPI_CETP/LBP_BPI_CETP_C	114	10.42	3.29	no
Ocupat_v02_G001111	Reep5	TB2_DP1_HVA22	580	5.16	3.28	no
Ocupat_v02_G043625	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	83	53.9	3.27	no
Ocupat_v02_G001640	Mcl1	Bcl-2	527	5.84	3.26	no
Ocupat_v02_G004672			134	13.81	3.26	no
Ocupat_v02_G036463	Tmem151a/Tmem151b		81	91.01	3.26	no
Ocupat_v02_G006846			107	35.79	3.25	no
Ocupat_v02_G043531	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/CHAT	75	23.15	3.25	no
Ocupat_v02_G020336	Tpp1	Pro-kuma_activ	139	5.98	3.22	no
Ocupat_v02_G040028	Galm	Aldose_epim	258	5.14	3.22	no
Ocupat_v02_G004781	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_8/CHAT	74	43.53	3.21	no
Ocupat_v02_G035745			116	15.32	3.2	no
Ocupat_v02_G009242	Slc8b1	Na_Ca_ex/Na_Ca_ex	83	24.27	3.19	no
Ocupat_v02_G018601	Fgf10/Fgf11/Fgf12/Fgf13/Fgf14/Fgf16/Fgf20/Fgf22/Fgf3/Fgf4/Fgf5/Fgf6/Fgf7/Fgf9	FGF	154	55	3.19	no
Ocupat_v02_G003132			242	7.53	3.18	no
Ocupat_v02_G004684			101	50.75	3.18	no
Ocupat_v02_G017116		Peptidase_M15_4	185	0.93	3.17	no
Ocupat_v02_G018181	Ldha/Ldhal6b/Ldhb/Ldhc/Uevld	Ldh_1_N/Ldh_1_C	175	9.09	3.17	no
Ocupat_v02_G030481			254	5.98	3.17	no
Ocupat_v02_G032041			109	8.43	3.16	no
Ocupat_v02_G020172			77	96.25	3.15	no
Ocupat_v02_G005815			76	19.84	3.14	no
Ocupat_v02_G021040	Ptchd1/Ptchd3/Ptchd4	Patched	172	5.71	3.14	no
Ocupat_v02_G028125	Farp1/Farp2/Frmd7	FERM_N/FERM_M/FERM_C/FA/RhoGEF/PH/PH	187	7.26	3.14	no
Ocupat_v02_G040119	Rtn1/Rtn2/Rtn3/Rtn4	Reticulon	240	6.17	3.14	no
Ocupat_v02_G018988			85	72.03	3.13	no
Ocupat_v02_G002858	Rnf213		182	5.59	3.12	no
Ocupat_v02_G006450			101	14.83	3.12	no
Ocupat_v02_G007806	Axl/Csk/Dstyk/Fer/Fes/Map3k12/Map3k13/Map3k20/Map3k7/Matk/Mertk/Nek5/Nuak1/Nuak2/Prkx/Srms/Stk24/Stk25/Stk26/Tgfbr2/Tnni3k/Tyro3/Ulk1/Ulk2/Ulk3	FCH/SH2/Pkinase_Tyr	190	9.56	3.12	no
Ocupat_v02_G004779	Ttc28	TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	88	75.86	3.11	no
Ocupat_v02_G006592	Tgoln1	KCT2	78	8.88	3.09	no
Ocupat_v02_G011964			144	8.05	3.08	no
Ocupat_v02_G007616	Ly6m/Lynx1/Psca/Slurp2		257	2.35	3.07	no
Ocupat_v02_G033123	Coch/Col12a1/Col14a1/Col20a1/Col22a1/Col28a1/Col6a3/Col6a4/Col6a5/Col6a6/Col7a1/Itgam/Itgax/Matn1/Matn2/Matn3/Matn4/Vit/Vwa1/Vwa2/Vwf	HH_signal/VWA/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Ig_2/Ig_3/EGF/SH2	81	8.79	3.07	no
Ocupat_v02_G001053	Ttc28	CHAT	73	89.02	3.06	no
Ocupat_v02_G024009	Hmox1/Hmox2	Heme_oxygenase	106	15.94	3.06	no
Ocupat_v02_G019623		MFS_2	156	7.53	3.05	no
Ocupat_v02_G043489	Ttc28	TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/CHAT	78	34.67	3.05	no
Ocupat_v02_G000766		Cu-oxidase_3/Cu-oxidase/Cu-oxidase_2	115	89.84	3.04	no
Ocupat_v02_G012528	IRF:like:Irf3/Irf4/Irf5/Irf6/Irf7/Irf8/Irf9	IRF/IRF-3	97	11.11	3.04	yes
Ocupat_v02_G025014	Pttg1ip		252	6.6	3.04	no
Ocupat_v02_G021705	Ptchd1/Ptchd3/Ptchd4	Patched/Patched	81	24.25	3.01	no
Ocupat_v02_G031663	Ttc4	TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	70	95.89	3.01	no
Ocupat_v02_G040412		Patched/Patched	77	24.68	3.01	no
Ocupat_v02_G010718	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_10/TPR_12	64	88.89	3	no
Ocupat_v02_G020053	Bsph2	fn2/fn2/EGF	166	76.15	3	no
Ocupat_v02_G001878	Ttc28	TPR_10/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	74	83.15	2.99	no
Ocupat_v02_G012083	Znrf1/Znrf2		121	15.16	2.98	no
Ocupat_v02_G027460			119	11.24	2.98	no
